Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
hepatocyte	Rattus norvegicus	gemfibrozil
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
liver	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
kidney	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Rattus norvegicus	gentamicin
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
hepatocyte	Homo sapiens	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
liver	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Rattus norvegicus	glibenclamide
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
hepatocyte	Homo sapiens	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
liver	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Rattus norvegicus	griseofulvin
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
hepatocyte	Homo sapiens	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
liver	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Rattus norvegicus	haloperidol
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
hepatocyte	Homo sapiens	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
liver	Rattus norvegicus	hexachlorobenzene
